"13","Chevrolet","Corsica","Compact",11400,11400,11400,25,34,"Driver only","Front","4",2200,110,5200,2665,"Yes",15.6,5,184,103,68,39,26,14,2785,"USA","Chevrolet Corsica"
"14","Chevrolet","Camaro","Sporty",13400,15100,16800,19,28,"Driver & Passenger","Rear","6",3400,160,4600,1805,"Yes",15.5,4,193,101,74,43,25,13,3240,"USA","Chevrolet Camaro"
"15","Chevrolet","Lumina","Midsize",13400,15900,18400,21,29,"None","Front","4",2200,110,5200,2595,"No",16.5,6,198,108,71,40,28.5,16,3195,"USA","Chevrolet Lumina"
"16","Chevrolet","Lumina_APV","Van",14700,16300,18000,18,23,"None","Front","6",3800,170,4800,1690,"No",20,7,178,110,74,44,30.5,NA,3715,"USA","Chevrolet Lumina_APV"
"17","Chevrolet","Astro","Van",14700,16600,18600,15,20,"None","4WD","6",4300,165,4000,1790,"No",27,8,194,111,78,42,33.5,NA,4025,"USA","Chevrolet Astro"
"18","Chevrolet","Caprice","Large",18000,18800,19600,17,26,"Driver only","Rear","8",5000,170,4200,1350,"No",23,6,214,116,77,42,29.5,20,3910,"USA","Chevrolet Caprice"
"19","Chevrolet","Corvette","Sporty",34600,38000,41500,17,25,"Driver only","Rear","8",5700,300,5000,1450,"Yes",20,2,179,96,74,43,NA,NA,3380,"USA","Chevrolet Corvette"
"20","Chrysler","Concorde","Large",18400,18400,18400,20,28,"Driver & Passenger","Front","6",3300,153,5300,1990,"No",18,6,203,113,74,40,31,15,3515,"USA","Chrylser Concorde"
"21","Chrysler","LeBaron","Compact",14500,15800,17100,23,28,"Driver & Passenger","Front","4",3000,141,5000,2090,"No",16,6,183,104,68,41,30.5,14,3085,"USA","Chrysler LeBaron"
"22","Chrysler","Imperial","Large",29500,29500,29500,20,26,"Driver only","Front","6",3300,147,4800,1785,"No",16,6,203,110,69,44,36,17,3570,"USA","Chrysler Imperial"
"23","Dodge","Colt","Small",7900,9200,10600,29,33,"None","Front","4",1500,92,6000,3285,"Yes",13.2,5,174,98,66,32,26.5,11,2270,"USA","Dodge Colt"
"24","Dodge","Shadow","Small",8400,11300,14200,23,29,"Driver only","Front","4",2200,93,4800,2595,"Yes",14,5,172,97,67,38,26.5,13,2670,"USA","Dodge Shadow"
"25","Dodge","Spirit","Compact",11900,13300,14700,22,27,"Driver only","Front","4",2500,100,4800,2535,"Yes",16,6,181,104,68,39,30.5,14,2970,"USA","Dodge Spirit"
"26","Dodge","Caravan","Van",13600,19000,24400,17,21,"Driver only","4WD","6",3000,142,5000,1970,"No",20,7,175,112,72,42,26.5,NA,3705,"USA","Dodge Caravan"
"27","Dodge","Dynasty","Midsize",14800,15600,16400,21,27,"Driver only","Front","4",2500,100,4800,2465,"No",16,6,192,105,69,42,30.5,16,3080,"USA","Dodge Dynasty"
"28","Dodge","Stealth","Sporty",18500,25800,33100,18,24,"Driver only","4WD","6",3000,300,6000,2120,"Yes",19.8,4,180,97,72,40,20,11,3805,"USA","Dodge Stealth"
"29","Eagle","Summit","Small",7900,12200,16500,29,33,"None","Front","4",1500,92,6000,2505,"Yes",13.2,5,174,98,66,36,26.5,11,2295,"USA","Eagle Summit"
"30","Eagle","Vision","Large",17500,19300,21200,20,28,"Driver & Passenger","Front","6",3500,214,5800,1980,"No",18,6,202,113,74,40,30,15,3490,"USA","Eagle Vision"
"31","Ford","Festiva","Small",6900,7400,7900,31,33,"None","Front","4",1300,63,5000,3150,"Yes",10,4,141,90,63,33,26,12,1845,"USA","Ford Festiva"
"32","Ford","Escort","Small",8400,10100,11900,23,30,"None","Front","4",1800,127,6500,2410,"Yes",13.2,5,171,98,67,36,28,12,2530,"USA","Ford Escort"
"33","Ford","Tempo","Compact",10400,11300,12200,22,27,"None","Front","4",2300,96,4200,2805,"Yes",15.9,5,177,100,68,39,27.5,13,2690,"USA","Ford Tempo"
"34","Ford","Mustang","Sporty",10800,15900,21000,22,29,"Driver only","Rear","4",2300,105,4600,2285,"Yes",15.4,4,180,101,68,40,24,12,2850,"USA","Ford Mustang"
"35","Ford","Probe","Sporty",12800,14000,15200,24,30,"Driver only","Front","4",2000,115,5500,2340,"Yes",15.5,4,179,103,70,38,23,18,2710,"USA","Ford Probe"
"36","Ford","Aerostar","Van",14500,19900,25300,15,20,"Driver only","4WD","6",3000,145,4800,2080,"Yes",21,7,176,119,72,45,30,NA,3735,"USA","Ford Aerostar"
"37","Ford","Taurus","Midsize",15600,20200,24800,21,30,"Driver only","Front","6",3000,140,4800,1885,"No",16,5,192,106,71,40,27.5,18,3325,"USA","Ford Taurus"
"38","Ford","Crown_Victoria","Large",20100,20900,21700,18,26,"Driver only","Rear","8",4600,190,4200,1415,"No",20,6,212,114,78,43,30,21,3950,"USA","Ford Crown_Victoria"
"39","Geo","Metro","Small",6700,8400,10000,46,50,"None","Front","3",1000,55,5700,3755,"Yes",10.6,4,151,93,63,34,27.5,10,1695,"non-USA","Geo Metro"
"40","Geo","Storm","Sporty",11500,12500,13500,30,36,"Driver only","Front","4",1600,90,5400,3250,"Yes",12.4,4,164,97,67,37,24.5,11,2475,"non-USA","Geo Storm"
"41","Honda","Prelude","Sporty",17000,19800,22700,24,31,"Driver & Passenger","Front","4",2300,160,5800,2855,"Yes",15.9,4,175,100,70,39,23.5,8,2865,"non-USA","Honda Prelude"
"42","Honda","Civic","Small",8400,12100,15800,42,46,"Driver only","Front","4",1500,102,5900,2650,"Yes",11.9,4,173,103,67,36,28,12,2350,"non-USA","Honda Civic"
"43","Honda","Accord","Compact",13800,17500,21200,24,31,"Driver & Passenger","Front","4",2200,140,5600,2610,"Yes",17,4,185,107,67,41,28,14,3040,"non-USA","Honda Accord"
"44","Hyundai","Excel","Small",6800,8000,9200,29,33,"None","Front","4",1500,81,5500,2710,"Yes",11.9,5,168,94,63,35,26,11,2345,"non-USA","Hyundai Excel"
"45","Hyundai","Elantra","Small",9000,10000,11000,22,29,"None","Front","4",1800,124,6000,2745,"Yes",13.7,5,172,98,66,36,28,12,2620,"non-USA","Hyundai Elantra"
"46","Hyundai","Scoupe","Sporty",9100,10000,11000,26,34,"None","Front","4",1500,92,5550,2540,"Yes",11.9,4,166,94,64,34,23.5,9,2285,"non-USA","Hyundai Scoupe"
"47","Hyundai","Sonata","Midsize",12400,13900,15300,20,27,"None","Front","4",2000,128,6000,2335,"Yes",17.2,5,184,104,69,41,31,14,2885,"non-USA","Hyundai Sonata"
"48","Infiniti","Q45","Midsize",45400,47900,50400,17,22,"Driver only","Rear","8",4500,278,6000,1955,"No",22.5,5,200,113,72,42,29,15,4000,"non-USA","Infiniti Q45"
"49","Lexus","ES300","Midsize",27500,28000,28400,18,24,"Driver only","Front","6",3000,185,5200,2325,"Yes",18.5,5,188,103,70,40,27.5,14,3510,"non-USA","Lexus ES300"
"50","Lexus","SC300","Midsize",34700,35200,35600,18,23,"Driver & Passenger","Rear","6",3000,225,6000,2510,"Yes",20.6,4,191,106,71,39,25,9,3515,"non-USA","Lexus SC300"
"51","Lincoln","Continental","Midsize",33300,34300,35300,17,26,"Driver & Passenger","Front","6",3800,160,4400,1835,"No",18.4,6,205,109,73,42,30,19,3695,"USA","Lincoln Continental"
"52","Lincoln","Town_Car","Large",34400,36100,37800,18,26,"Driver & Passenger","Rear","8",4600,210,4600,1840,"No",20,6,219,117,77,45,31.5,22,4055,"USA","Lincoln Town_Car"
"53","Mazda","323","Small",7400,8300,9100,29,37,"None","Front","4",1600,82,5000,2370,"Yes",13.2,4,164,97,66,34,27,16,2325,"non-USA","Mazda 323"
"54","Mazda","Protege","Small",10900,11600,12300,28,36,"None","Front","4",1800,103,5500,2220,"Yes",14.5,5,172,98,66,36,26.5,13,2440,"non-USA","Mazda Protege"
"55","Mazda","626","Compact",14300,16500,18700,26,34,"Driver only","Front","4",2500,164,5600,2505,"Yes",15.5,5,184,103,69,40,29.5,14,2970,"non-USA","Mazda 626"
"56","Mazda","MPV","Van",16600,19100,21700,18,24,"None","4WD","6",3000,155,5000,2240,"No",19.6,7,190,110,72,39,27.5,NA,3735,"non-USA","Mazda MPV"
"57","Mazda","RX-7","Sporty",32500,32500,32500,17,25,"Driver only","Rear","rotary",1300,255,6500,2325,"Yes",20,2,169,96,69,37,NA,NA,2895,"non-USA","Mazda RX-7"
"58","Mercedes-Benz","190E","Compact",29000,31900,34900,20,29,"Driver only","Rear","4",2300,130,5100,2425,"Yes",14.5,5,175,105,67,34,26,12,2920,"non-USA","Mercedes-Benz 190E"
"59","Mercedes-Benz","300E","Midsize",43800,61900,80000,19,25,"Driver & Passenger","Rear","6",3200,217,5500,2220,"No",18.5,5,187,110,69,37,27,15,3525,"non-USA","Mercedes-Benz 300E"
"60","Mercury","Capri","Sporty",13300,14100,15000,23,26,"Driver only","Front","4",1600,100,5750,2475,"Yes",11.1,4,166,95,65,36,19,6,2450,"USA","Mercury Capri"
"61","Mercury","Cougar","Midsize",14900,14900,14900,19,26,"None","Rear","6",3800,140,3800,1730,"No",18,5,199,113,73,38,28,15,3610,"USA","Mercury Cougar"
"62","Mitsubishi","Mirage","Small",7700,10300,12900,29,33,"None","Front","4",1500,92,6000,2505,"Yes",13.2,5,172,98,67,36,26,11,2295,"non-USA","Mitsubishi Mirage"
"63","Mitsubishi","Diamante","Midsize",22400,26100,29900,18,24,"Driver only","Front","6",3000,202,6000,2210,"No",19,5,190,107,70,43,27.5,14,3730,"non-USA","Mitsubishi Diamante"
"64","Nissan","Sentra","Small",8700,11800,14900,29,33,"Driver only","Front","4",1600,110,6000,2435,"Yes",13.2,5,170,96,66,33,26,12,2545,"non-USA","Nissan Sentra"
"65","Nissan","Altima","Compact",13000,15700,18300,24,30,"Driver only","Front","4",2400,150,5600,2130,"Yes",15.9,5,181,103,67,40,28.5,14,3050,"non-USA","Nissan Altima"
"66","Nissan","Quest","Van",16700,19100,21500,17,23,"None","Front","6",3000,151,4800,2065,"No",20,7,190,112,74,41,27,NA,4100,"non-USA","Nissan Quest"
"67","Nissan","Maxima","Midsize",21000,21500,22000,21,26,"Driver only","Front","6",3000,160,5200,2045,"No",18.5,5,188,104,69,41,28.5,14,3200,"non-USA","Nissan Maxima"
"68","Oldsmobile","Achieva","Compact",13000,13500,14000,24,31,"None","Front","4",2300,155,6000,2380,"No",15.2,5,188,103,67,39,28,14,2910,"USA","Oldsmobile Achieva"
"69","Oldsmobile","Cutlass_Ciera","Midsize",14200,16300,18400,23,31,"Driver only","Front","4",2200,110,5200,2565,"No",16.5,5,190,105,70,42,28,16,2890,"USA","Oldsmobile Cutlass_Ciera"
"70","Oldsmobile","Silhouette","Van",19500,19500,19500,18,23,"None","Front","6",3800,170,4800,1690,"No",20,7,194,110,74,44,30.5,NA,3715,"USA","Oldsmobile Silhouette"
"71","Oldsmobile","Eighty-Eight","Large",19500,20700,21900,19,28,"Driver only","Front","6",3800,170,4800,1570,"No",18,6,201,111,74,42,31.5,17,3470,"USA","Oldsmobile Eighty-Eight"
"72","Plymouth","Laser","Sporty",11400,14400,17400,23,30,"None","4WD","4",1800,92,5000,2360,"Yes",15.9,4,173,97,67,39,24.5,8,2640,"USA","Plymouth Laser"
"73","Pontiac","LeMans","Small",8200,9000,9900,31,41,"None","Front","4",1600,74,5600,3130,"Yes",13.2,4,177,99,66,35,25.5,17,2350,"USA","Pontiac LeMans"
"74","Pontiac","Sunbird","Compact",9400,11100,12800,23,31,"None","Front","4",2000,110,5200,2665,"Yes",15.2,5,181,101,66,39,25,13,2575,"USA","Pontiac Sunbird"
"75","Pontiac","Firebird","Sporty",14000,17700,21400,19,28,"Driver & Passenger","Rear","6",3400,160,4600,1805,"Yes",15.5,4,196,101,75,43,25,13,3240,"USA","Pontiac Firebird"
"76","Pontiac","Grand_Prix","Midsize",15400,18500,21600,19,27,"None","Front","6",3400,200,5000,1890,"Yes",16.5,5,195,108,72,41,28.5,16,3450,"USA","Pontiac Grand_Prix"
"77","Pontiac","Bonneville","Large",19400,24400,29400,19,28,"Driver & Passenger","Front","6",3800,170,4800,1565,"No",18,6,177,111,74,43,30.5,18,3495,"USA","Pontiac Bonneville"
"78","Saab","900","Compact",20300,28700,37100,20,26,"Driver only","Front","4",2100,140,6000,2910,"Yes",18,5,184,99,67,37,26.5,14,2775,"non-USA","Saab 900"
"79","Saturn","SL","Small",9200,11100,12900,28,38,"Driver only","Front","4",1900,85,5000,2145,"Yes",12.8,5,176,102,68,40,26.5,12,2495,"USA","Saturn SL"
"80","Subaru","Justy","Small",7300,8400,9500,33,37,"None","4WD","3",1200,73,5600,2875,"Yes",9.2,4,146,90,60,32,23.5,10,2045,"non-USA","Subaru Justy"
"81","Subaru","Loyale","Small",10500,10900,11300,25,30,"None","4WD","4",1800,90,5200,3375,"Yes",15.9,5,175,97,65,35,27.5,15,2490,"non-USA","Subaru Loyale"
"82","Subaru","Legacy","Compact",16300,19500,22700,23,30,"Driver only","4WD","4",2200,130,5600,2330,"Yes",15.9,5,179,102,67,37,27,14,3085,"non-USA","Subaru Legacy"
"83","Suzuki","Swift","Small",7300,8600,10000,39,43,"None","Front","3",1300,70,6000,3360,"Yes",10.6,4,161,93,63,34,27.5,10,1965,"non-USA","Suzuki Swift"
"84","Toyota","Tercel","Small",7800,9800,11800,32,37,"Driver only","Front","4",1500,82,5200,3505,"Yes",11.9,5,162,94,65,36,24,11,2055,"non-USA","Toyota Tercel"
"85","Toyota","Celica","Sporty",14200,18400,22600,25,32,"Driver only","Front","4",2200,135,5400,2405,"Yes",15.9,4,174,99,69,39,23,13,2950,"non-USA","Toyota Celica"
"86","Toyota","Camry","Midsize",15200,18200,21200,22,29,"Driver only","Front","4",2200,130,5400,2340,"Yes",18.5,5,188,103,70,38,28.5,15,3030,"non-USA","Toyota Camry"
"87","Toyota","Previa","Van",18900,22700,26600,18,22,"Driver only","4WD","4",2400,138,5000,2515,"Yes",19.8,7,187,113,71,41,35,NA,3785,"non-USA","Toyota Previa"
"88","Volkswagen","Fox","Small",8700,9100,9500,25,33,"None","Front","4",1800,81,5500,2550,"Yes",12.4,4,163,93,63,34,26,10,2240,"non-USA","Volkswagen Fox"
"89","Volkswagen","Eurovan","Van",16600,19700,22700,17,21,"None","Front","5",2500,109,4500,2915,"Yes",21.1,7,187,115,72,38,34,NA,3960,"non-USA","Volkswagen Eurovan"
"90","Volkswagen","Passat","Compact",17600,20000,22400,21,30,"None","Front","4",2000,134,5800,2685,"Yes",18.5,5,180,103,67,35,31.5,14,2985,"non-USA","Volkswagen Passat"
"91","Volkswagen","Corrado","Sporty",22900,23300,23700,18,25,"None","Front","6",2800,178,5800,2385,"Yes",18.5,4,159,97,66,36,26,15,2810,"non-USA","Volkswagen Corrado"
"92","Volvo","240","Compact",21800,22700,23500,21,28,"Driver only","Rear","4",2300,114,5400,2215,"Yes",15.8,5,190,104,67,37,29.5,14,2985,"non-USA","Volvo 240"
"93","Volvo","850","Midsize",24800,26700,28500,20,28,"Driver & Passenger","Front","5",2400,168,6200,2310,"Yes",19.3,5,184,105,69,38,30,15,3245,"non-USA","Volvo 850"
